Date,League,Home_Team,Away_Team,Home_Goals,Away_Goals,Possession_Home,Possession_Away,Shots_Home,Shots_Away,ShotsOnTarget_Home,ShotsOnTarget_Away,Fouls_Home,Fouls_Away,Yellows_Home,Yellows_Away,Reds_Home,Reds_Away,Result
2021-11-19,Bundesliga,Gladbach,Leipzig,2,3,41.5178025150967,58.4821974849033,3,9,1,2,13,16,0,1,0,0,A
2021-11-19,La Liga,Sevilla,Real Madrid,3,2,50.698474006464835,49.301525993535165,9,9,4,7,12,10,3,2,0,0,H
2021-11-20,Ligue 1,Nantes,Nice,0,0,54.26431702393522,45.73568297606478,4,3,1,1,8,11,0,1,0,0,D
2021-11-20,La Liga,Real Madrid,Valencia,2,1,47.210332866573175,52.789667133426825,7,6,1,5,11,12,2,0,0,0,H
2021-11-21,Eredivisie,AZ,Feyenoord,1,0,43.13628162167666,56.86371837832334,9,3,1,1,11,6,0,2,0,0,H
2021-11-23,Ligue 1,Nice,Marseille,1,1,33.704180686438306,66.2958193135617,8,14,2,5,10,7,2,1,0,0,D
2021-11-23,Eredivisie,Groningen,Heerenveen,0,0,50.38190407200134,49.61809592799866,10,9,7,1,11,9,0,1,0,0,D
2021-11-24,Ligue 1,Nice,Lyon,2,2,58.810712007810295,41.189287992189705,14,3,5,1,14,17,1,2,0,0,D
2021-11-24,Serie A,Milan,Atalanta,3,2,43.13747785718057,56.86252214281943,9,4,4,1,8,12,1,2,0,0,H
2021-11-26,La Liga,Athletic,Real Madrid,1,0,57.62903798454724,42.37096201545276,13,5,1,4,6,16,2,1,0,0,H
2021-11-26,La Liga,Barcelona,Valencia,1,3,52.90677485560833,47.09322514439167,7,5,1,2,15,10,2,2,0,0,A
2021-11-26,La Liga,Real Madrid,Sevilla,0,1,47.45581764755441,52.54418235244559,7,6,1,1,7,11,1,0,0,0,A
2021-11-28,Serie A,Milan,Inter,4,1,65.38464542356338,34.615354576436616,13,2,4,2,9,10,2,1,0,0,H
2021-11-28,Bundesliga,Freiburg,Frankfurt,0,0,49.87132914237615,50.12867085762385,3,9,2,5,11,12,1,1,1,0,D
2021-11-28,Serie A,Atalanta,Roma,1,0,30.0,70.0,2,12,1,1,13,17,0,3,1,0,H
2021-11-28,Serie A,Inter,Fiorentina,0,3,43.530733991185,56.469266008815,9,8,1,1,10,3,1,2,0,0,A
2021-11-29,Bundesliga,Wolfsburg,Dortmund,0,1,52.34658665756581,47.65341334243419,7,10,5,4,19,12,0,1,0,0,A
2021-11-29,Eredivisie,Groningen,Ajax,1,2,47.15572715763611,52.84427284236389,15,5,9,1,17,6,1,2,0,0,A
2021-11-29,Eredivisie,PSV,Groningen,1,2,48.21521237096916,51.78478762903084,4,5,2,1,10,9,1,2,0,0,A
2021-11-30,Ligue 1,Nice,Lyon,0,1,49.30476089342103,50.69523910657897,8,13,3,4,6,3,2,3,0,0,A
2021-11-30,Ligue 1,Rennes,Nice,1,0,55.37727441775109,44.62272558224891,11,5,5,1,12,12,1,2,0,0,H
2021-11-30,Eredivisie,Heerenveen,PSV,3,0,46.102340270391096,53.897659729608904,11,7,1,1,7,12,5,0,0,0,H
2021-12-01,Ligue 1,Lyon,Nice,2,1,45.56425257568628,54.43574742431372,4,2,2,1,5,13,3,4,0,0,H
2021-12-01,La Liga,Real Madrid,Villarreal,0,0,51.550948918725986,48.449051081274014,2,3,1,1,11,12,0,3,0,0,D
2021-12-02,Serie A,Napoli,Milan,0,0,48.547063426717244,51.452936573282756,5,5,1,1,10,17,0,2,0,0,D
2021-12-03,Bundesliga,Freiburg,Dortmund,2,1,64.87111668158481,35.12888331841519,15,5,6,3,14,9,0,2,0,0,H
2021-12-04,Premier League,Man United,Aston Villa,1,0,48.84203366182276,51.15796633817724,2,6,1,1,11,7,1,0,0,0,H
2021-12-09,Premier League,Man City,Chelsea,2,0,55.991254514615655,44.008745485384345,7,7,1,3,10,17,3,1,0,0,H
2021-12-09,Premier League,Man United,Liverpool,2,2,56.325611668735434,43.674388331264566,10,6,2,1,5,16,1,2,0,0,D
2021-12-10,Eredivisie,PSV,Feyenoord,3,3,47.914969488316,52.085030511684,7,7,6,2,8,16,2,1,0,0,D
2021-12-11,Premier League,Chelsea,Man City,0,1,49.09939925462424,50.90060074537576,5,10,1,4,11,11,2,2,0,0,A
2021-12-12,Ligue 1,Lille,PSG,3,0,44.16844742131024,55.83155257868976,6,10,2,2,8,12,0,2,0,0,H
2021-12-12,Ligue 1,Lyon,Monaco,2,2,56.17380305685645,43.82619694314355,4,4,3,2,17,13,1,1,0,0,D
2021-12-13,Ligue 1,Lille,Monaco,2,0,45.22215633248362,54.77784366751638,9,4,3,1,12,9,2,2,0,0,H
2021-12-14,Eredivisie,Feyenoord,Ajax,1,1,50.62785507121777,49.37214492878223,7,8,1,3,10,10,1,0,0,0,D
2021-12-15,La Liga,Real Sociedad,Sevilla,1,1,54.99903254389431,45.00096745610569,11,6,6,1,12,7,0,3,0,0,D
2021-12-15,Serie A,Inter,Lazio,1,0,41.81266662041029,58.18733337958971,2,11,2,4,13,11,3,3,0,0,H
2021-12-15,Serie A,Atalanta,Milan,1,0,64.02798903717458,35.97201096282542,13,9,4,4,3,9,0,3,0,0,H
2021-12-16,Ligue 1,Rennes,Nantes,2,1,37.42307797679395,62.57692202320605,2,10,1,5,3,11,2,1,0,0,H
2021-12-18,Bundesliga,Freiburg,Wolfsburg,3,1,58.75391548674817,41.24608451325183,8,2,2,1,7,10,1,3,0,0,H
2021-12-18,La Liga,Real Sociedad,Villarreal,2,0,42.695450672085954,57.304549327914046,2,5,1,1,10,18,1,1,0,0,H
2021-12-19,La Liga,Atletico,Villarreal,3,2,49.511354823449615,50.488645176550385,9,8,2,5,5,6,1,3,0,0,H
2021-12-19,Ligue 1,Lille,Monaco,0,0,48.6539617317171,51.3460382682829,3,13,1,4,11,4,3,2,0,0,D
2021-12-19,Ligue 1,Lyon,Lille,1,0,30.551333791460138,69.44866620853986,6,10,4,4,12,6,0,0,0,0,H
2021-12-20,Eredivisie,Groningen,Ajax,1,2,44.80105899122924,55.19894100877076,9,10,2,2,10,14,0,0,0,0,A
2021-12-22,Ligue 1,Lyon,Marseille,2,2,59.21863063767879,40.78136936232121,9,8,1,4,8,15,0,0,0,0,D
2021-12-22,Serie A,Roma,Juventus,2,1,53.576717579232835,46.423282420767165,12,13,7,4,14,4,1,2,0,0,H
2021-12-23,Premier League,Arsenal,Liverpool,0,3,38.126473313212585,61.873526686787415,6,14,3,7,14,13,2,2,0,0,A
2021-12-24,Eredivisie,PSV,Vitesse,0,1,52.172464857936205,47.827535142063795,13,5,6,3,13,3,0,2,0,0,A
2021-12-26,Premier League,Arsenal,Chelsea,4,5,49.86016414392901,50.13983585607099,8,7,2,1,5,12,2,1,0,0,A
2021-12-27,Serie A,Milan,Napoli,4,2,56.13314413534996,43.86685586465004,3,6,1,1,11,15,1,1,0,0,H
2021-12-30,Premier League,Chelsea,Newcastle,0,0,58.68263991003489,41.31736008996511,11,4,8,1,10,13,1,1,0,0,D
2021-12-31,Eredivisie,PSV,AZ,0,5,40.393954337569156,59.606045662430844,13,12,9,3,8,7,2,0,0,0,A
2021-12-31,Ligue 1,Nice,Rennes,4,0,42.4866934125951,57.5133065874049,3,10,1,3,13,11,1,1,0,0,H
2022-01-01,Eredivisie,Feyenoord,Ajax,1,0,44.77510449938531,55.22489550061469,12,7,6,3,12,3,2,1,0,0,H
2022-01-02,Serie A,Milan,Atalanta,0,3,44.64494187647502,55.35505812352498,4,8,3,5,10,17,1,2,0,0,A
2022-01-02,Premier League,Aston Villa,Man United,2,1,55.76518992754967,44.23481007245033,13,11,7,1,10,18,0,1,0,1,H
2022-01-02,Serie A,Atalanta,Lazio,1,1,64.76803489735141,35.23196510264859,2,2,2,1,16,9,0,1,0,0,D
2022-01-04,Serie A,Milan,Lazio,2,3,67.0210685154132,32.978931484586795,8,9,1,1,3,14,3,2,0,0,A
2022-01-04,Bundesliga,Leverkusen,Gladbach,0,2,46.78312976338659,53.21687023661341,10,8,2,3,6,14,2,0,0,0,A
2022-01-06,Premier League,Newcastle,Man City,0,2,49.775582586636645,50.224417413363355,9,11,1,1,12,15,0,0,0,0,A
2022-01-07,Ligue 1,Nantes,Monaco,2,0,62.996231458845244,37.003768541154756,9,7,3,4,15,10,2,1,0,0,H
2022-01-09,Serie A,Milan,Lazio,2,1,47.13870924915337,52.86129075084663,10,7,1,5,16,14,2,0,0,1,H
2022-01-14,Bundesliga,Gladbach,Leipzig,3,1,47.2254118820793,52.7745881179207,10,9,2,5,15,6,1,2,0,0,H
2022-01-15,Serie A,Milan,Inter,4,1,38.56160490107875,61.43839509892125,2,14,1,2,6,18,2,1,0,0,H
2022-01-15,Eredivisie,AZ,Feyenoord,4,0,57.518544520028506,42.481455479971494,6,9,2,2,7,10,2,2,0,0,H
2022-01-16,Eredivisie,Vitesse,Heerenveen,4,2,40.45140068349193,59.54859931650807,4,15,1,4,17,13,1,0,0,0,H
2022-01-16,Serie A,Fiorentina,Atalanta,2,2,67.68322447640298,32.316775523597016,13,4,1,1,6,5,1,2,0,0,D
2022-01-16,La Liga,Real Sociedad,Athletic,1,3,43.72847167979399,56.27152832020601,5,9,1,2,6,3,2,2,0,0,A
2022-01-17,Serie A,Inter,Milan,0,0,56.66404420001404,43.33595579998596,14,9,3,4,12,11,0,0,0,0,D
2022-01-18,Premier League,Arsenal,Man City,2,1,40.031634262514444,59.968365737485556,6,12,1,4,10,16,0,2,0,0,H
2022-01-20,Premier League,Chelsea,Arsenal,2,2,56.07436005871454,43.92563994128546,7,10,1,3,10,8,1,2,0,0,D
2022-01-20,Ligue 1,Lille,PSG,2,0,57.87153996469094,42.12846003530906,11,4,5,4,12,15,1,2,0,0,H
2022-01-21,Premier League,Chelsea,Man United,1,0,53.62844737744485,46.37155262255515,11,5,3,1,15,6,1,1,0,0,H
2022-01-21,Serie A,Roma,Juventus,2,3,65.16637611037594,34.833623889624064,12,8,9,2,6,8,1,2,0,0,A
2022-01-23,Bundesliga,Wolfsburg,Frankfurt,0,0,39.74500120479789,60.25499879520211,4,9,1,4,5,7,2,2,0,0,D
2022-01-23,Bundesliga,Bayern,Leverkusen,2,1,54.0208725027846,45.9791274972154,13,6,1,3,8,11,2,1,0,0,H
2022-01-24,Premier League,Liverpool,Spurs,1,2,41.79657476498754,58.20342523501246,6,8,1,3,12,9,0,2,0,0,A
2022-01-25,Premier League,Arsenal,Newcastle,1,0,44.554584525696626,55.445415474303374,6,11,1,1,11,17,2,2,0,0,H
2022-01-26,La Liga,Villarreal,Barcelona,2,2,42.90937396357137,57.09062603642863,10,9,4,4,11,6,1,2,0,0,D
2022-01-26,Premier League,Chelsea,Liverpool,3,0,50.24487687300539,49.75512312699461,10,6,5,6,8,17,1,1,0,1,H
2022-01-27,Eredivisie,Vitesse,PSV,1,1,44.753618231927604,55.246381768072396,4,9,2,4,10,5,2,2,0,0,D
2022-01-27,Ligue 1,Lyon,Marseille,1,2,65.7788499941063,34.221150005893705,10,6,2,1,11,11,2,2,0,0,A
2022-01-28,Premier League,Man United,Chelsea,3,2,40.08307141470148,59.91692858529852,10,9,4,3,9,15,1,2,0,0,H
2022-01-29,La Liga,Real Madrid,Barcelona,0,0,30.0,70.0,2,15,1,4,10,5,2,0,0,0,D
2022-01-30,La Liga,Barcelona,Valencia,1,0,62.625137772316435,37.374862227683565,12,4,4,1,15,7,1,1,0,0,H
2022-01-30,Premier League,Arsenal,Newcastle,3,1,57.76154994585852,42.23845005414148,8,10,4,6,9,10,0,0,0,0,H
2022-01-30,Serie A,Fiorentina,Napoli,1,0,45.831667802455044,54.168332197544956,7,5,1,3,6,14,1,0,1,0,H
2022-02-03,Premier League,Spurs,Newcastle,5,0,45.6686483165781,54.3313516834219,7,5,7,1,12,10,3,1,0,0,H
2022-02-04,La Liga,Barcelona,Real Sociedad,1,1,55.617294745010334,44.382705254989666,10,7,4,1,21,7,2,1,0,0,D
2022-02-05,Premier League,Spurs,Man United,0,1,51.960416405425256,48.039583594574744,5,8,1,1,14,15,1,3,0,0,A
2022-02-05,Premier League,Aston Villa,Liverpool,2,0,33.544407876076846,66.45559212392315,5,9,1,7,11,10,0,1,0,0,H
2022-02-06,Serie A,Napoli,Lazio,4,1,45.51308999398648,54.48691000601352,2,8,1,3,9,13,1,1,0,0,H
2022-02-07,Eredivisie,AZ,Heerenveen,3,3,50.39858090620865,49.60141909379135,8,9,2,2,9,12,1,3,0,0,D
2022-02-07,Ligue 1,Lille,Nice,1,2,46.47295483095262,53.52704516904738,10,10,2,3,12,13,0,2,0,0,A
2022-02-08,Ligue 1,Nice,Monaco,1,1,45.22444057123578,54.77555942876422,8,7,4,1,17,18,1,2,0,0,D
2022-02-09,Ligue 1,Rennes,Monaco,2,1,41.38515709845412,58.61484290154588,8,7,7,3,9,11,0,2,0,0,H
2022-02-10,Premier League,Man City,Aston Villa,1,0,52.194084134261516,47.805915865738484,7,8,1,1,15,14,2,3,0,1,H
2022-02-10,Eredivisie,Feyenoord,Groningen,1,0,39.248444704860994,60.751555295139006,9,6,4,1,10,12,2,3,0,0,H
2022-02-11,La Liga,Sevilla,Barcelona,1,0,56.30996409625807,43.69003590374193,9,8,3,1,9,15,2,2,0,0,H
2022-02-11,Serie A,Roma,Inter,4,1,59.08483869162459,40.91516130837541,7,8,1,4,7,9,2,1,0,0,H
2022-02-11,Serie A,Fiorentina,Juventus,2,2,43.721006373782494,56.278993626217506,9,7,1,2,6,11,2,0,0,0,D
2022-02-13,Eredivisie,AZ,Utrecht,2,0,61.59506244007851,38.40493755992149,7,7,3,2,9,15,0,2,0,0,H
2022-02-13,Serie A,Fiorentina,Roma,1,0,57.66087310854179,42.33912689145821,13,5,6,2,10,10,0,2,0,0,H
2022-02-13,Eredivisie,PSV,Vitesse,2,1,54.50083218398759,45.49916781601241,11,5,4,3,9,12,0,1,0,0,H
2022-02-14,Serie A,Fiorentina,Inter,1,4,45.538590238601536,54.461409761398464,4,7,2,1,16,11,1,0,0,0,A
2022-02-14,La Liga,Atletico,Valencia,2,4,63.14457039702055,36.85542960297945,11,6,1,1,3,11,1,2,0,0,A
2022-02-15,Ligue 1,Monaco,Nantes,0,2,44.04887404956422,55.95112595043578,7,7,2,1,12,13,1,2,0,0,A
2022-02-16,Serie A,Roma,Juventus,2,2,60.3193531601735,39.6806468398265,11,3,9,1,11,9,2,2,0,0,D
2022-02-16,Eredivisie,PSV,Heerenveen,2,1,58.446611974567105,41.553388025432895,9,7,1,1,6,11,0,2,0,0,H
2022-02-18,Bundesliga,Dortmund,Wolfsburg,1,2,32.78275855154072,67.21724144845928,4,8,1,1,10,17,0,1,0,0,A
2022-02-22,Premier League,Liverpool,Man United,0,5,54.32006473015361,45.67993526984639,6,14,5,5,12,10,3,0,0,0,A
2022-02-22,La Liga,Real Madrid,Real Sociedad,2,1,45.24138106462633,54.75861893537367,8,7,6,5,11,8,2,3,0,0,H
2022-02-22,Bundesliga,Frankfurt,Wolfsburg,0,1,38.708841897321875,61.291158102678125,3,12,3,1,5,9,1,1,0,0,A
2022-02-23,Premier League,Man United,Chelsea,1,0,47.9879054412691,52.0120945587309,2,4,2,1,10,8,1,1,0,0,H
2022-02-25,Serie A,Roma,Atalanta,0,0,49.936072208804525,50.063927791195475,11,9,2,3,10,3,1,2,0,0,D
2022-02-26,La Liga,Valencia,Athletic,3,0,46.39785497622026,53.60214502377974,6,11,1,1,13,15,0,1,0,0,H
2022-02-27,La Liga,Valencia,Villarreal,0,1,45.506163364307795,54.493836635692205,5,5,2,1,10,10,3,1,0,0,A
2022-03-01,Ligue 1,Monaco,Nice,2,1,58.772210832706406,41.227789167293594,18,6,7,2,9,6,2,2,0,0,H
2022-03-01,Serie A,Lazio,Roma,0,2,48.55215351119939,51.44784648880061,5,12,1,1,7,5,3,1,0,0,A
2022-03-01,Eredivisie,Groningen,Heerenveen,2,0,46.45889875478922,53.54110124521078,8,6,2,1,10,17,2,3,0,0,H
2022-03-01,Bundesliga,Leipzig,Wolfsburg,0,1,47.657528936505706,52.342471063494294,7,10,6,4,11,13,1,1,0,0,A
2022-03-02,Serie A,Fiorentina,Milan,5,0,41.98446740755694,58.01553259244306,8,9,3,7,5,12,1,3,1,0,H
2022-03-02,Premier League,Newcastle,Spurs,2,1,53.50911255980758,46.49088744019242,10,4,5,1,10,3,0,1,0,0,H
2022-03-02,Premier League,Chelsea,Liverpool,2,0,54.82410310381142,45.17589689618858,11,8,3,4,5,11,0,1,0,0,H
2022-03-04,Bundesliga,Freiburg,Leipzig,1,2,61.07716685956484,38.92283314043516,15,4,1,1,9,7,2,2,0,0,A
2022-03-05,Bundesliga,Leverkusen,Dortmund,2,0,34.12275271919438,65.87724728080562,2,11,2,2,14,5,2,1,0,0,H
2022-03-05,Bundesliga,Wolfsburg,Gladbach,6,3,51.62050149955742,48.37949850044258,7,9,5,6,19,3,1,1,0,0,H
2022-03-06,Premier League,Arsenal,Man City,1,0,50.44758142241811,49.55241857758189,8,12,1,2,17,11,0,1,0,0,H
2022-03-06,Eredivisie,Utrecht,PSV,0,0,51.33390533751755,48.66609466248245,7,9,1,1,10,4,0,1,0,0,D
2022-03-06,Bundesliga,Wolfsburg,Bayern,1,0,60.87197237880214,39.12802762119786,13,11,3,1,14,9,2,2,0,0,H
2022-03-08,Serie A,Milan,Lazio,1,2,41.86420964411601,58.13579035588399,9,7,3,2,13,9,1,2,0,0,A
2022-03-10,Bundesliga,Gladbach,Wolfsburg,1,0,64.85765153845107,35.142348461548934,11,2,1,1,3,10,2,0,0,0,H
2022-03-10,Serie A,Roma,Atalanta,1,1,53.50979288172905,46.49020711827095,7,3,2,1,9,7,3,1,0,0,D
2022-03-11,Premier League,Liverpool,Man United,0,0,64.13029010450457,35.86970989549543,13,7,3,1,8,16,2,1,0,0,D
2022-03-11,Serie A,Fiorentina,Roma,0,2,47.020270901343714,52.979729098656286,8,6,4,2,8,15,3,3,0,0,A
2022-03-11,Premier League,Aston Villa,Arsenal,0,2,50.31806989233064,49.68193010766936,4,10,2,3,5,12,1,1,0,0,A
2022-03-11,Ligue 1,PSG,Nice,0,0,52.2282190489556,47.7717809510444,9,13,5,3,5,10,1,1,0,0,D
2022-03-12,La Liga,Villarreal,Sevilla,2,1,53.94932680372144,46.05067319627856,8,8,4,2,11,9,1,1,0,0,H
2022-03-12,Bundesliga,Gladbach,Leverkusen,1,0,47.62162420576327,52.37837579423673,9,11,1,2,12,21,0,1,0,0,H
2022-03-12,Bundesliga,Bayern,Leverkusen,0,4,61.207494425720725,38.792505574279275,7,2,3,1,8,8,2,1,0,0,A
2022-03-13,La Liga,Sevilla,Atletico,2,1,56.84625391424705,43.15374608575295,9,7,2,1,7,9,0,2,0,1,H
2022-03-13,Premier League,Arsenal,Man City,5,0,44.22393458885319,55.77606541114681,7,9,1,1,3,17,0,2,0,0,H
2022-03-14,Eredivisie,Groningen,Feyenoord,0,0,44.19712669353496,55.80287330646504,5,11,1,6,8,12,0,1,0,0,D
2022-03-14,Bundesliga,Dortmund,Frankfurt,1,2,65.11250584826821,34.88749415173179,7,9,4,2,8,9,1,2,0,0,A
2022-03-15,Serie A,Milan,Lazio,1,1,49.83070715698214,50.16929284301786,10,9,8,1,5,18,1,3,0,0,D
2022-03-16,Eredivisie,AZ,Utrecht,2,3,51.804660693146054,48.195339306853946,12,7,2,1,10,7,2,0,0,0,A
2022-03-16,La Liga,Real Sociedad,Real Madrid,0,0,39.242366543185774,60.757633456814226,5,15,1,2,16,15,0,4,0,0,D
2022-03-17,La Liga,Athletic,Real Sociedad,2,1,47.19990974395484,52.80009025604516,5,8,2,4,4,12,1,2,0,0,H
2022-03-19,Premier League,Man United,Spurs,3,1,40.46885035546295,59.53114964453705,7,15,1,7,5,8,0,0,0,0,H
2022-03-20,Serie A,Napoli,Lazio,5,1,44.499694656089865,55.500305343910135,7,15,1,6,9,15,2,2,0,0,H
2022-03-20,Bundesliga,Gladbach,Dortmund,0,0,47.02056030477816,52.97943969522184,5,10,2,3,12,11,1,1,0,0,D
2022-03-20,Eredivisie,Heerenveen,PSV,2,1,48.54837844871253,51.45162155128747,3,6,1,4,9,16,2,1,0,0,H
2022-03-20,Ligue 1,Lyon,Nice,3,0,41.01374173129151,58.98625826870849,3,11,1,3,4,12,2,2,0,0,H
2022-03-21,Serie A,Fiorentina,Milan,4,1,58.90010837970512,41.09989162029488,10,9,3,3,3,10,0,2,0,0,H
2022-03-22,Serie A,Atalanta,Fiorentina,0,1,45.18679979756626,54.81320020243374,2,8,1,3,4,10,2,1,0,0,A
2022-03-23,Bundesliga,Leipzig,Freiburg,1,1,56.638126700602335,43.361873299397665,9,3,3,1,13,10,0,1,0,0,D
2022-03-25,Bundesliga,Frankfurt,Wolfsburg,4,0,65.00319501985497,34.99680498014503,8,12,4,3,11,12,3,2,0,0,H
2022-03-26,Ligue 1,Lyon,Nice,6,2,43.859011960085624,56.140988039914376,7,10,5,6,15,11,1,0,0,0,H
2022-03-28,Serie A,Roma,Milan,0,1,42.904400754347954,57.095599245652046,6,6,2,1,10,13,2,4,0,0,A
2022-04-01,Eredivisie,Groningen,Utrecht,0,0,47.58498160111236,52.41501839888764,7,8,6,1,15,16,1,2,0,0,D
2022-04-02,Bundesliga,Leipzig,Gladbach,1,1,44.528522367645785,55.471477632354215,13,10,5,2,10,14,0,0,0,0,D
2022-04-02,Eredivisie,Utrecht,AZ,1,5,50.41762664727254,49.58237335272746,13,4,6,1,14,7,1,0,0,0,A
2022-04-03,Serie A,Roma,Milan,2,1,30.0,70.0,2,13,2,2,3,15,1,0,0,0,H
2022-04-04,Premier League,Chelsea,Man City,1,0,56.926853694511024,43.073146305488976,2,13,2,2,11,14,0,3,1,0,H
2022-04-05,Eredivisie,Ajax,Feyenoord,1,0,48.17025914750075,51.82974085249925,6,11,1,1,7,12,1,3,0,0,H
2022-04-05,Ligue 1,Lyon,PSG,3,0,49.08489703178553,50.91510296821447,9,5,2,2,10,5,0,1,0,0,H
2022-04-06,Bundesliga,Bayern,Gladbach,4,0,50.920761101852214,49.079238898147786,9,7,2,1,3,10,1,2,0,0,H
2022-04-07,Ligue 1,PSG,Nantes,0,0,39.752244366907135,60.247755633092865,6,2,2,1,14,8,1,1,1,1,D
2022-04-07,Serie A,Napoli,Roma,1,0,45.88428778187696,54.11571221812304,6,5,1,1,9,20,2,1,0,0,H
2022-04-08,Serie A,Inter,Atalanta,1,1,49.37973402206888,50.62026597793112,8,10,4,1,6,8,0,0,1,0,D
2022-04-12,Ligue 1,PSG,Lyon,0,0,37.02569192090479,62.97430807909521,2,12,1,1,14,10,0,2,1,0,D
2022-04-12,Ligue 1,Lille,Monaco,0,2,60.44338627721249,39.55661372278751,8,4,5,1,8,9,3,0,0,0,A
2022-04-12,Serie A,Lazio,Roma,2,3,63.8546143136096,36.1453856863904,11,8,3,2,17,9,2,1,0,0,A
2022-04-13,Ligue 1,Nantes,Lille,0,1,50.08932768531353,49.91067231468647,8,12,3,5,17,9,1,3,0,0,A
2022-04-15,Ligue 1,Nice,Rennes,2,2,36.17184478142095,63.82815521857905,6,11,2,4,12,16,2,0,0,0,D
2022-04-15,Premier League,Spurs,Chelsea,2,2,58.853556695520226,41.146443304479774,8,5,2,2,8,8,1,2,0,0,D
2022-04-15,Eredivisie,Heerenveen,Utrecht,1,2,37.17573235952569,62.82426764047431,8,8,7,2,11,19,2,0,0,0,A
2022-04-18,Ligue 1,Nantes,Nice,1,2,53.48150745437293,46.51849254562707,10,5,4,1,9,12,2,3,0,0,A
2022-04-19,Premier League,Man City,Man United,1,0,50.794640988634114,49.205359011365886,9,9,4,2,12,10,2,3,0,0,H
2022-04-21,Eredivisie,Utrecht,AZ,0,0,56.80886333256756,43.19113666743244,8,6,2,1,10,7,1,0,0,0,D
2022-04-21,La Liga,Atletico,Valencia,1,0,39.12359921642251,60.87640078357749,5,8,1,3,3,14,2,1,0,0,H
2022-04-21,Premier League,Man United,Spurs,0,0,53.43929239614009,46.56070760385991,8,5,1,2,10,21,0,3,0,0,D
2022-04-22,La Liga,Valencia,Sevilla,0,0,60.38323401239589,39.61676598760411,8,5,2,1,12,11,0,2,0,0,D
2022-04-22,Premier League,Man City,Man United,4,1,47.61028627695004,52.38971372304996,6,8,2,3,12,6,0,0,0,0,H
2022-04-22,Bundesliga,Wolfsburg,Gladbach,2,1,41.34978257893826,58.65021742106174,4,8,1,1,13,12,2,4,0,0,H
2022-04-22,Eredivisie,AZ,Utrecht,0,2,48.25902253329358,51.74097746670642,5,11,5,1,18,17,2,1,1,0,A
2022-04-23,Bundesliga,Frankfurt,Wolfsburg,0,0,62.53482949773892,37.46517050226108,16,2,2,1,16,13,2,1,0,0,D
2022-04-23,Ligue 1,Nantes,Rennes,0,2,57.92703374289866,42.07296625710134,14,4,5,2,11,18,2,1,0,0,A
2022-04-23,La Liga,Sevilla,Villarreal,2,0,61.94000936807228,38.05999063192772,9,5,2,1,10,14,1,0,0,0,H
2022-04-24,Premier League,Man United,Spurs,3,1,48.93802789486354,51.06197210513646,13,7,1,1,13,24,0,0,0,0,H
2022-04-24,Bundesliga,Freiburg,Leipzig,1,0,60.26601576614294,39.73398423385706,10,3,1,1,10,17,1,0,0,0,H
2022-04-26,Serie A,Roma,Juventus,2,0,52.35745967382188,47.64254032617812,6,12,5,2,11,10,1,1,0,0,H
2022-04-26,Eredivisie,Utrecht,Feyenoord,1,1,40.94677334166343,59.05322665833657,2,5,1,1,8,7,1,2,0,0,D
2022-04-26,La Liga,Athletic,Real Madrid,1,2,40.481676225589766,59.518323774410234,4,12,1,1,12,9,1,3,0,0,A
2022-04-27,Eredivisie,Groningen,Utrecht,2,1,52.206239624317654,47.793760375682346,3,9,3,4,6,11,3,1,0,0,H
2022-04-27,Bundesliga,Bayern,Freiburg,1,0,56.63353188342219,43.36646811657781,11,11,1,3,10,9,0,2,0,0,H
2022-04-28,Ligue 1,PSG,Nice,2,1,54.541977034494074,45.458022965505926,8,6,5,1,11,8,0,1,0,0,H
2022-04-29,Serie A,Napoli,Milan,2,0,56.351785225810374,43.648214774189626,12,2,2,2,8,14,2,1,0,0,H
2022-05-01,Serie A,Juventus,Fiorentina,1,2,54.065485318397066,45.934514681602934,15,6,3,1,11,13,2,2,0,0,A
2022-05-02,Ligue 1,Nantes,Lille,3,2,62.48275758497809,37.51724241502191,8,8,3,1,3,9,1,1,0,0,H
2022-05-03,Bundesliga,Dortmund,Wolfsburg,2,1,40.80527758183271,59.19472241816729,2,10,1,2,11,12,1,2,0,0,H
2022-05-03,Serie A,Atalanta,Inter,2,1,49.95667949133999,50.04332050866001,7,7,1,2,14,4,0,1,0,0,H
2022-05-05,Ligue 1,Lille,Monaco,3,0,55.65094328699193,44.34905671300807,8,17,5,7,15,13,2,3,0,0,H
2022-05-06,Bundesliga,Leverkusen,Wolfsburg,2,2,34.82401457242551,65.17598542757449,9,6,2,4,5,18,3,2,0,0,D
2022-05-06,Ligue 1,Nantes,Rennes,1,1,48.115976473960124,51.884023526039876,10,11,2,4,14,15,1,1,0,0,D
2022-05-07,Bundesliga,Leverkusen,Freiburg,3,0,56.91886971427815,43.08113028572185,5,7,3,1,11,5,2,1,0,0,H
2022-05-07,Serie A,Atalanta,Inter,1,2,44.35275801167906,55.64724198832094,7,12,3,4,12,14,1,0,0,0,A
2022-05-09,Premier League,Arsenal,Aston Villa,0,0,43.97583162060757,56.02416837939243,10,12,4,3,10,9,1,1,0,0,D
2022-05-10,Ligue 1,Lyon,Nice,0,1,44.54334103837106,55.45665896162894,2,6,1,3,7,9,2,0,0,0,A
2022-05-10,Eredivisie,Ajax,PSV,0,2,53.66606987066655,46.33393012933345,10,6,5,1,13,17,2,2,0,0,A
